SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),습도(%),month,day,hour,PM10_lag1
0.004,0.5,0.025,0.027,31.0,18.0,16.3,0.0,1.9,43,10,28,12,44.0
0.003,0.4,0.032,0.019,23.0,11.0,17.8,0.0,1.9,36,10,28,13,35.0
0.003,0.4,0.033,0.02,22.0,12.0,18.9,0.0,1.5,32,10,28,14,34.0
0.003,0.4,0.033,0.02,22.0,9.0,19.1,0.0,1.1,32,10,28,15,35.0
0.003,0.4,0.034,0.02,28.0,15.0,19.4,0.0,1.8,32,10,28,16,36.0
0.003,0.6,0.021,0.035,25.0,14.0,18.3,0.0,1.9,37,10,28,17,33.0
0.003,0.9,0.004,0.055,37.0,23.0,15.9,0.0,1.3,45,10,28,18,36.0
0.004,1.1,0.003,0.057,45.0,27.0,14.6,0.0,1.0,52,10,28,19,42.0
0.004,1.0,0.002,0.058,51.0,33.0,13.5,0.0,0.3,56,10,28,20,39.0
0.003,0.9,0.002,0.058,36.0,22.0,12.5,0.0,1.5,55,10,28,21,33.0
0.004,0.8,0.003,0.053,31.0,20.0,11.9,0.0,1.9,57,10,28,22,32.0
0.003,0.5,0.009,0.038,25.0,13.0,12.0,0.0,2.7,59,10,28,23,29.0
0.003,0.4,0.02,0.024,22.0,11.0,11.8,0.0,2.5,60,10,29,0,26.0
0.003,0.4,0.021,0.023,19.0,8.0,11.8,0.0,2.5,59,10,29,1,22.0
0.003,0.4,0.02,0.023,19.0,8.0,11.6,0.0,2.6,60,10,29,2,19.0
0.003,0.4,0.024,0.019,17.0,6.0,11.1,0.0,2.3,61,10,29,3,18.0
0.002,0.3,0.025,0.017,17.0,8.0,10.8,0.0,2.6,63,10,29,4,17.0
0.003,0.4,0.018,0.025,15.0,6.0,10.6,0.0,2.2,63,10,29,5,19.0
0.003,0.4,0.009,0.033,16.0,8.0,10.6,0.0,2.9,64,10,29,6,21.0
0.003,0.4,0.011,0.033,16.0,5.0,10.7,0.0,2.5,62,10,29,7,25.0
0.003,0.4,0.013,0.031,16.0,5.0,11.2,0.0,2.6,62,10,29,8,30.0
0.003,0.4,0.02,0.023,18.0,5.0,13.2,0.0,2.8,57,10,29,9,37.0
0.003,0.4,0.027,0.017,14.0,5.0,14.9,0.0,2.3,53,10,29,10,41.0
0.003,0.4,0.025,0.02,18.0,5.0,16.5,0.0,3.4,48,10,29,11,35.0
0.003,0.4,0.03,0.018,20.0,5.0,18.2,0.0,2.4,47,10,29,12,31.0
0.003,0.4,0.036,0.015,17.0,7.0,18.9,0.0,2.2,43,10,29,13,23.0
0.003,0.4,0.041,0.015,20.0,6.0,20.0,0.0,1.8,40,10,29,14,22.0
0.003,0.4,0.042,0.016,20.0,8.0,20.5,0.0,1.8,39,10,29,15,22.0
0.003,0.4,0.044,0.018,26.0,10.0,20.3,0.0,1.5,37,10,29,16,28.0
0.003,0.5,0.042,0.02,26.0,14.0,18.6,0.0,1.1,41,10,29,17,25.0
0.003,0.8,0.008,0.053,29.0,17.0,16.8,0.0,0.8,52,10,29,18,37.0
0.003,1.0,0.003,0.059,42.0,25.0,15.5,0.0,0.2,55,10,29,19,45.0
0.003,0.9,0.003,0.058,44.0,26.0,14.6,0.0,0.4,60,10,29,20,51.0
0.003,0.9,0.002,0.056,36.0,20.0,13.9,0.0,1.4,60,10,29,21,36.0
0.004,0.8,0.002,0.053,35.0,21.0,13.3,0.0,1.4,63,10,29,22,31.0
0.003,0.8,0.002,0.053,33.0,17.0,12.6,0.0,1.7,66,10,29,23,25.0
0.003,0.6,0.002,0.046,29.0,15.0,12.4,0.0,1.7,67,10,30,0,22.0
0.003,0.5,0.002,0.043,24.0,12.0,12.0,0.0,1.5,67,10,30,1,19.0
0.003,0.5,0.004,0.037,20.0,11.0,11.6,0.0,1.5,67,10,30,2,19.0
0.003,0.4,0.007,0.032,18.0,10.0,11.5,0.0,1.8,68,10,30,3,17.0
0.003,0.4,0.015,0.021,16.0,7.0,11.5,0.0,2.4,68,10,30,4,17.0
0.003,0.3,0.018,0.018,13.0,8.0,11.2,0.0,2.5,68,10,30,5,15.0
0.003,0.3,0.015,0.023,14.0,7.0,11.1,0.0,2.5,68,10,30,6,16.0
0.003,0.4,0.01,0.029,12.0,7.0,11.1,0.0,3.0,68,10,30,7,16.0
0.003,0.4,0.009,0.03,12.0,8.0,11.6,0.0,1.7,66,10,30,8,16.0
0.003,0.4,0.013,0.026,16.0,8.0,12.5,0.0,1.8,64,10,30,9,18.0
0.003,0.4,0.014,0.026,19.0,10.0,13.6,0.0,1.4,62,10,30,10,14.0
0.003,0.4,0.018,0.024,18.0,7.0,14.7,0.0,1.7,59,10,30,11,18.0
0.003,0.4,0.019,0.027,21.0,14.0,16.2,0.0,2.2,54,10,30,12,20.0
0.003,0.4,0.021,0.025,21.0,11.0,16.4,0.0,1.2,54,10,30,13,17.0
0.003,0.4,0.025,0.022,19.0,5.0,16.7,0.0,0.8,53,10,30,14,20.0
0.003,0.4,0.025,0.024,19.0,9.0,17.6,0.0,1.3,51,10,30,15,20.0
0.003,0.5,0.026,0.023,23.0,13.0,17.6,0.0,1.1,51,10,30,16,26.0
0.003,0.5,0.024,0.028,26.0,15.0,17.4,0.0,1.5,49,10,30,17,26.0
0.003,0.7,0.01,0.043,30.0,18.0,16.2,0.0,0.5,54,10,30,18,29.0
0.003,0.8,0.003,0.05,33.0,20.0,15.3,0.0,1.6,59,10,30,19,42.0
0.003,0.9,0.002,0.049,35.0,23.0,14.3,0.0,1.3,63,10,30,20,44.0
0.004,0.9,0.002,0.048,34.0,21.0,13.5,0.0,0.9,66,10,30,21,36.0
0.004,1.0,0.002,0.049,36.0,23.0,13.0,0.0,1.7,70,10,30,22,35.0
0.003,0.9,0.002,0.047,34.0,21.0,12.5,0.0,1.3,70,10,30,23,33.0
0.003,0.8,0.002,0.043,33.0,19.0,11.8,0.0,1.7,74,10,31,0,29.0
0.003,0.8,0.002,0.041,29.0,19.0,11.3,0.0,1.2,77,10,31,1,24.0
0.003,0.7,0.002,0.038,29.0,20.0,11.0,0.0,1.5,80,10,31,2,20.0
0.003,0.6,0.002,0.034,27.0,18.0,10.6,0.0,1.6,81,10,31,3,18.0
0.003,0.6,0.003,0.03,25.0,18.0,10.1,0.0,1.5,84,10,31,4,16.0
0.003,0.6,0.002,0.032,24.0,17.0,9.9,0.0,1.2,85,10,31,5,13.0
0.003,0.6,0.002,0.031,25.0,17.0,9.6,0.0,1.6,86,10,31,6,14.0
0.003,0.6,0.004,0.029,23.0,15.0,9.2,0.0,1.5,87,10,31,7,12.0
0.003,0.5,0.01,0.023,25.0,16.0,9.9,0.0,2.2,88,10,31,8,12.0
0.003,0.5,0.017,0.02,26.0,16.0,11.8,0.0,1.5,83,10,31,9,16.0
0.004,0.5,0.023,0.022,32.0,18.0,14.0,0.0,1.2,77,10,31,10,19.0
0.004,0.5,0.033,0.019,33.0,19.0,16.1,0.0,1.1,70,10,31,11,18.0
0.004,0.4,0.048,0.015,33.0,16.0,18.0,0.0,1.4,58,10,31,12,21.0
0.004,0.4,0.051,0.015,32.0,18.0,18.8,0.0,1.6,53,10,31,13,21.0
0.004,0.4,0.051,0.014,32.0,18.0,19.9,0.0,1.9,50,10,31,14,19.0
0.003,0.4,0.053,0.014,28.0,17.0,19.8,0.0,1.0,51,10,31,15,19.0
0.003,0.4,0.051,0.014,26.0,16.0,19.5,0.0,2.3,48,10,31,16,23.0
0.003,0.4,0.044,0.021,26.0,16.0,17.6,0.0,2.5,52,10,31,17,26.0
0.003,0.5,0.038,0.025,29.0,17.0,16.4,0.0,2.5,60,10,31,18,30.0
0.003,0.5,0.036,0.024,31.0,17.0,15.7,0.0,1.0,66,10,31,19,33.0
0.003,0.5,0.036,0.023,33.0,22.0,15.3,0.0,1.3,70,10,31,20,35.0
0.003,0.5,0.033,0.026,32.0,19.0,14.3,0.7,0.3,77,10,31,21,34.0
0.003,0.6,0.024,0.033,26.0,20.0,13.5,0.0,0.6,84,10,31,22,36.0
0.002,0.6,0.011,0.037,30.0,21.0,12.9,0.0,1.7,87,10,31,23,34.0
0.003,0.7,0.005,0.039,27.0,24.0,12.6,0.0,0.5,90,11,1,0,33.0
0.003,0.7,0.005,0.037,30.0,22.0,12.3,0.0,0.1,89,11,1,1,29.0
0.003,0.6,0.023,0.024,39.0,28.0,12.6,0.0,1.7,92,11,1,2,29.0
0.003,0.5,0.041,0.012,36.0,24.0,12.0,0.0,1.5,90,11,1,3,27.0
0.003,0.5,0.041,0.011,33.0,23.0,11.5,0.0,2.1,91,11,1,4,25.0
0.003,0.5,0.035,0.016,31.0,23.0,11.0,0.0,2.4,93,11,1,5,24.0
0.003,0.5,0.026,0.025,35.0,24.0,10.8,0.0,1.6,93,11,1,6,25.0
0.003,0.7,0.009,0.043,31.0,21.0,10.5,0.0,1.9,94,11,1,7,23.0
0.003,0.6,0.027,0.03,29.0,20.0,10.4,0.0,0.9,94,11,1,8,25.0
0.003,0.7,0.018,0.04,32.0,22.0,11.6,0.0,1.7,92,11,1,9,26.0
0.003,0.6,0.039,0.017,40.0,29.0,13.3,0.0,2.1,78,11,1,10,32.0
0.003,0.6,0.038,0.017,38.0,27.0,14.0,0.0,2.9,70,11,1,11,33.0
0.003,0.5,0.041,0.016,35.0,23.0,15.5,0.0,2.8,63,11,1,12,33.0
0.003,0.5,0.041,0.018,37.0,24.0,16.4,0.0,2.2,59,11,1,13,32.0
0.003,0.5,0.044,0.015,34.0,23.0,16.2,0.0,2.7,58,11,1,14,32.0
0.003,0.5,0.045,0.016,30.0,18.0,16.8,0.0,2.8,53,11,1,15,28.0
0.003,0.5,0.045,0.015,30.0,21.0,16.6,0.0,2.6,55,11,1,16,26.0
0.003,0.6,0.041,0.019,27.0,18.0,14.8,0.0,2.6,61,11,1,17,26.0
0.004,0.6,0.036,0.022,29.0,19.0,14.0,0.0,2.8,66,11,1,18,29.0
0.003,0.6,0.026,0.028,31.0,21.0,13.3,0.0,2.2,71,11,1,19,31.0
0.003,0.7,0.023,0.029,33.0,24.0,12.5,0.0,1.2,73,11,1,20,33.0
0.003,0.7,0.02,0.03,33.0,23.0,11.6,0.0,0.5,76,11,1,21,32.0
0.003,0.7,0.016,0.031,31.0,21.0,11.2,0.0,1.1,80,11,1,22,26.0
0.003,0.7,0.011,0.037,29.0,20.0,10.7,0.0,1.9,82,11,1,23,30.0
0.003,0.7,0.008,0.037,34.0,25.0,10.5,0.0,1.1,85,11,2,0,27.0
0.003,0.7,0.007,0.033,32.0,23.0,9.9,0.0,2.6,88,11,2,1,30.0
0.003,0.7,0.009,0.028,31.0,22.0,9.4,0.0,1.5,88,11,2,2,39.0
0.003,0.7,0.008,0.026,32.0,24.0,9.0,0.0,1.4,91,11,2,3,36.0
0.003,0.7,0.005,0.027,35.0,26.0,8.6,0.0,1.4,91,11,2,4,33.0
0.003,0.7,0.004,0.028,35.0,25.0,8.0,0.0,1.0,91,11,2,5,31.0
0.003,0.8,0.003,0.031,35.0,29.0,8.1,0.0,0.9,95,11,2,6,35.0
0.003,0.8,0.003,0.036,39.0,28.0,8.0,0.0,0.8,94,11,2,7,31.0
0.004,0.8,0.005,0.038,43.0,29.0,8.4,0.0,0.8,95,11,2,8,29.0
0.004,0.9,0.007,0.038,48.0,32.0,9.7,0.0,0.5,96,11,2,9,32.0
0.004,0.9,0.011,0.04,55.0,36.0,11.8,0.0,1.4,82,11,2,10,40.0
0.003,0.6,0.036,0.017,46.0,32.0,13.2,0.0,2.1,71,11,2,11,38.0
0.003,0.5,0.041,0.015,35.0,25.0,14.1,0.0,2.9,63,11,2,12,35.0
0.003,0.6,0.044,0.016,35.0,26.0,14.9,0.0,2.3,58,11,2,13,37.0
0.003,0.5,0.046,0.017,38.0,27.0,16.0,0.0,1.9,55,11,2,14,34.0
0.004,0.5,0.042,0.023,41.0,29.0,16.7,0.0,2.8,52,11,2,15,30.0
0.003,0.5,0.046,0.018,38.0,24.0,15.8,0.0,2.5,53,11,2,16,30.0
0.003,0.6,0.037,0.024,34.0,23.0,14.5,0.0,2.6,55,11,2,17,27.0
0.003,0.6,0.029,0.027,42.0,24.0,13.3,0.0,2.6,66,11,2,18,29.0
0.003,0.6,0.032,0.021,38.0,24.0,12.5,0.0,2.0,68,11,2,19,31.0
0.003,0.6,0.033,0.019,34.0,23.0,12.0,0.0,2.4,69,11,2,20,33.0
0.003,0.6,0.032,0.021,32.0,24.0,11.4,0.0,2.0,70,11,2,21,33.0
0.003,0.5,0.029,0.022,30.0,23.0,10.9,0.0,1.4,72,11,2,22,31.0
0.003,0.6,0.019,0.03,30.0,22.0,10.5,0.0,1.3,75,11,2,23,29.0
0.002,0.7,0.005,0.042,31.0,21.0,10.0,0.0,1.0,80,11,3,0,34.0
0.003,0.7,0.004,0.04,30.0,22.0,9.6,0.0,0.3,81,11,3,1,32.0
0.003,0.7,0.007,0.035,30.0,27.0,9.3,0.0,0.8,83,11,3,2,31.0
0.003,0.6,0.012,0.028,30.0,22.0,9.0,0.0,2.1,84,11,3,3,32.0
0.003,0.6,0.011,0.029,32.0,25.0,8.9,0.0,0.9,85,11,3,4,35.0
0.003,0.7,0.003,0.037,32.0,23.0,8.4,0.0,0.8,87,11,3,5,35.0
0.003,0.7,0.003,0.037,37.0,22.0,8.0,0.0,1.5,88,11,3,6,35.0
0.003,0.7,0.003,0.038,37.0,25.0,7.7,0.0,1.4,89,11,3,7,39.0
0.004,0.8,0.006,0.039,40.0,26.0,7.8,0.0,1.6,89,11,3,8,43.0
0.004,0.8,0.009,0.04,47.0,29.0,9.4,0.0,2.1,86,11,3,9,48.0
0.004,0.7,0.019,0.036,49.0,31.0,12.4,0.0,1.6,75,11,3,10,55.0
0.004,0.6,0.031,0.024,34.0,25.0,13.7,0.0,2.3,63,11,3,11,46.0
0.003,0.5,0.028,0.026,35.0,27.0,15.3,0.0,2.0,49,11,3,12,35.0
0.003,0.4,0.035,0.018,24.0,15.0,15.9,0.0,2.8,37,11,3,13,35.0
0.003,0.5,0.041,0.018,28.0,20.0,16.6,0.0,2.7,39,11,3,14,38.0
0.003,0.6,0.048,0.018,40.0,24.0,17.0,0.0,2.9,47,11,3,15,41.0
0.003,0.6,0.054,0.02,48.0,36.0,16.1,0.0,2.3,50,11,3,16,38.0
0.003,0.6,0.048,0.026,57.0,38.0,15.2,0.0,2.0,55,11,3,17,34.0
0.004,0.6,0.028,0.031,60.0,37.0,14.0,0.0,2.3,63,11,3,18,42.0
0.003,0.6,0.021,0.035,61.0,37.0,13.3,0.0,1.8,69,11,3,19,38.0
0.003,0.6,0.026,0.028,59.0,36.0,12.5,0.0,0.7,70,11,3,20,34.0
0.003,0.7,0.019,0.034,56.0,35.0,11.8,0.0,1.3,74,11,3,21,32.0
0.003,0.7,0.009,0.043,56.0,34.0,11.7,0.0,0.2,77,11,3,22,30.0
0.003,0.7,0.005,0.048,54.0,33.0,12.1,0.0,1.2,78,11,3,23,30.0
0.003,0.7,0.009,0.045,57.0,34.0,12.0,0.0,0.6,78,11,4,0,31.0
0.004,0.5,0.032,0.021,36.0,23.0,12.0,0.0,2.3,79,11,4,1,30.0
0.003,0.5,0.025,0.025,24.0,16.0,11.2,0.0,0.5,82,11,4,2,30.0
0.003,0.7,0.002,0.044,36.0,24.0,10.5,0.0,0.9,86,11,4,3,30.0
0.003,0.7,0.002,0.04,47.0,33.0,9.8,0.0,1.3,89,11,4,4,32.0
0.003,0.7,0.002,0.04,52.0,34.0,9.3,0.0,1.8,90,11,4,5,32.0
0.003,0.7,0.002,0.039,51.0,37.0,8.9,0.0,1.6,91,11,4,6,37.0
0.003,0.7,0.003,0.039,53.0,36.0,8.6,0.0,1.9,92,11,4,7,37.0
0.004,0.8,0.005,0.04,57.0,38.0,8.6,0.0,1.9,92,11,4,8,40.0
0.003,0.7,0.009,0.038,55.0,36.0,10.5,0.0,2.3,89,11,4,9,47.0
0.004,0.8,0.012,0.042,53.0,33.0,12.1,0.0,1.3,79,11,4,10,49.0
0.004,0.7,0.014,0.043,49.0,31.0,14.1,0.0,1.2,72,11,4,11,34.0
0.004,0.6,0.02,0.04,44.0,28.0,15.0,0.0,1.5,67,11,4,12,35.0
0.004,0.6,0.022,0.041,45.0,29.0,15.3,0.0,1.2,67,11,4,13,24.0
0.004,0.6,0.023,0.041,57.0,37.0,15.3,0.0,1.1,69,11,4,14,28.0
0.004,0.6,0.025,0.04,57.0,35.0,15.7,0.0,1.4,66,11,4,15,40.0
0.004,0.7,0.023,0.043,55.0,37.0,16.0,0.0,2.0,65,11,4,16,48.0
0.004,0.9,0.015,0.052,59.0,39.0,15.5,0.0,2.1,67,11,4,17,57.0
0.003,0.9,0.006,0.061,68.0,47.0,14.2,0.0,1.5,72,11,4,18,60.0
0.004,1.0,0.004,0.062,73.0,51.0,13.2,0.0,0.8,78,11,4,19,61.0
0.004,1.0,0.003,0.058,72.0,51.0,12.3,0.0,0.9,81,11,4,20,59.0
0.003,1.0,0.003,0.058,71.0,50.0,11.7,0.0,1.2,85,11,4,21,56.0
0.004,1.1,0.002,0.061,72.0,53.0,11.3,0.0,0.5,86,11,4,22,56.0
0.004,1.2,0.003,0.061,67.0,45.0,10.8,0.0,1.1,88,11,4,23,54.0
0.004,1.0,0.002,0.056,65.0,44.0,10.2,0.0,1.8,87,11,5,0,57.0
0.004,1.1,0.002,0.057,66.0,44.0,9.8,0.0,1.7,88,11,5,1,36.0
0.004,1.1,0.002,0.053,62.0,42.0,9.4,0.0,1.7,90,11,5,2,24.0
0.004,1.0,0.002,0.046,58.0,40.0,9.1,0.0,1.0,91,11,5,3,36.0
0.004,0.9,0.003,0.043,61.0,41.0,8.8,0.0,1.6,93,11,5,4,47.0
0.004,0.9,0.003,0.041,62.0,40.0,8.4,0.0,1.8,93,11,5,5,52.0
0.004,0.9,0.003,0.04,61.0,42.0,8.0,0.0,1.9,94,11,5,6,51.0
0.004,0.9,0.003,0.041,63.0,41.0,7.9,0.0,1.7,95,11,5,7,53.0
0.004,0.9,0.004,0.039,69.0,47.0,8.0,0.0,1.9,96,11,5,8,57.0
0.003,0.7,0.01,0.03,70.0,48.0,9.7,0.0,1.4,93,11,5,9,55.0
0.004,0.7,0.011,0.035,71.0,47.0,12.4,0.0,2.3,79,11,5,10,53.0
0.004,0.6,0.018,0.036,70.0,46.0,14.1,0.0,1.7,71,11,5,11,49.0
0.004,0.6,0.03,0.031,67.0,44.0,15.6,0.0,2.6,62,11,5,12,44.0
0.004,0.6,0.04,0.025,55.0,35.0,17.6,0.0,1.4,50,11,5,13,45.0
0.003,0.5,0.041,0.023,46.0,29.0,19.7,0.0,1.9,36,11,5,14,57.0
0.003,0.4,0.049,0.019,41.0,21.0,20.2,0.0,2.2,29,11,5,15,57.0
0.004,0.5,0.048,0.023,45.0,27.0,19.7,0.0,0.4,36,11,5,16,55.0
0.004,0.7,0.027,0.044,45.0,26.0,18.3,0.0,1.0,42,11,5,17,59.0
0.004,1.1,0.007,0.063,60.0,34.0,16.2,0.0,0.1,46,11,5,18,68.0
0.004,1.3,0.003,0.07,67.0,44.0,15.1,0.0,1.3,56,11,5,19,73.0
0.004,1.4,0.003,0.074,74.0,47.0,14.0,0.0,0.7,61,11,5,20,72.0
0.004,1.2,0.002,0.074,74.0,46.0,13.4,0.0,0.9,60,11,5,21,71.0
0.004,0.9,0.002,0.065,70.0,43.0,12.7,0.0,0.6,63,11,5,22,72.0
0.004,1.0,0.002,0.067,65.0,41.0,11.9,0.0,2.2,69,11,5,23,67.0
0.004,0.9,0.002,0.064,69.0,44.0,11.5,0.0,1.4,73,11,6,0,65.0
0.004,1.0,0.003,0.063,67.0,41.0,10.9,0.0,1.9,76,11,6,1,66.0
0.004,1.0,0.002,0.059,67.0,43.0,10.4,0.0,1.7,77,11,6,2,62.0
0.004,0.9,0.002,0.055,65.0,41.0,9.9,0.0,1.6,79,11,6,3,58.0
0.004,0.9,0.003,0.052,60.0,41.0,9.4,0.0,1.7,79,11,6,4,61.0
0.004,0.9,0.003,0.05,61.0,41.0,9.3,0.0,2.2,80,11,6,5,62.0
0.004,0.9,0.002,0.05,65.0,43.0,9.0,0.0,2.2,82,11,6,6,61.0
0.004,0.9,0.003,0.05,62.0,41.0,8.9,0.0,1.1,82,11,6,7,63.0
0.004,0.9,0.004,0.051,67.0,42.0,9.1,0.0,1.8,82,11,6,8,69.0
0.004,0.7,0.009,0.045,66.0,41.0,10.8,0.0,1.2,79,11,6,9,70.0
0.004,0.5,0.022,0.032,53.0,36.0,13.5,0.0,1.7,64,11,6,10,71.0
0.004,0.5,0.027,0.032,48.0,29.0,16.2,0.0,1.4,54,11,6,11,70.0
0.003,0.5,0.039,0.024,44.0,32.0,18.2,0.0,1.8,47,11,6,12,67.0
0.004,0.4,0.048,0.017,42.0,25.0,19.3,0.0,2.0,43,11,6,13,55.0
0.003,0.4,0.056,0.014,43.0,28.0,20.7,0.0,2.3,38,11,6,14,46.0
0.004,0.4,0.056,0.014,45.0,24.0,21.1,0.0,2.1,35,11,6,15,41.0
0.004,0.5,0.054,0.017,45.0,27.0,20.8,0.0,0.8,35,11,6,16,45.0
0.004,0.6,0.046,0.027,56.0,34.0,19.0,0.0,2.5,45,11,6,17,45.0
0.004,1.0,0.016,0.053,64.0,41.0,17.4,0.0,1.6,48,11,6,18,60.0
0.004,1.0,0.005,0.062,71.0,46.0,15.9,0.0,1.3,51,11,6,19,67.0
0.004,1.1,0.003,0.062,68.0,48.0,14.8,0.0,0.9,55,11,6,20,74.0
0.004,1.1,0.003,0.062,66.0,45.0,14.2,0.0,0.8,56,11,6,21,74.0
0.004,1.1,0.003,0.061,66.0,46.0,13.7,0.0,1.1,59,11,6,22,70.0
0.004,1.0,0.002,0.061,61.0,42.0,13.2,0.0,1.1,61,11,6,23,65.0
0.004,0.9,0.003,0.056,64.0,41.0,12.3,0.0,1.3,63,11,7,0,69.0
0.004,0.9,0.003,0.052,57.0,38.0,11.5,0.0,2.4,67,11,7,1,67.0
0.004,0.7,0.005,0.046,52.0,34.0,11.2,0.0,1.4,67,11,7,2,67.0
0.004,0.7,0.004,0.047,47.0,32.0,11.1,0.0,1.2,68,11,7,3,65.0
0.003,0.7,0.009,0.039,46.0,32.0,10.4,0.0,1.7,72,11,7,4,60.0
0.003,0.6,0.012,0.034,40.0,26.0,10.3,0.0,2.4,73,11,7,5,61.0
0.004,0.6,0.006,0.04,39.0,25.0,10.0,0.0,1.2,73,11,7,6,65.0
0.004,0.8,0.003,0.044,43.0,29.0,9.8,0.0,1.8,76,11,7,7,62.0
0.004,0.7,0.011,0.038,42.0,25.0,9.7,0.0,2.0,77,11,7,8,67.0
0.004,0.6,0.022,0.029,40.0,26.0,12.0,0.0,1.8,70,11,7,9,66.0
0.004,0.4,0.033,0.018,37.0,21.0,15.2,0.0,2.4,58,11,7,10,53.0
0.004,0.4,0.038,0.014,30.0,15.0,17.4,0.0,2.3,50,11,7,11,48.0
0.004,0.4,0.041,0.012,27.0,14.0,19.1,0.0,3.3,47,11,7,12,44.0
0.003,0.3,0.043,0.01,18.0,9.0,20.4,0.0,2.6,44,11,7,13,42.0
0.003,0.3,0.044,0.011,20.0,12.0,20.9,0.0,3.5,42,11,7,14,43.0
0.004,0.4,0.039,0.015,20.0,11.0,20.2,0.0,3.1,45,11,7,15,45.0
0.003,0.4,0.037,0.017,19.0,9.0,19.7,0.0,3.1,45,11,7,16,45.0
0.003,0.5,0.031,0.023,20.0,10.0,19.0,0.0,2.5,47,11,7,17,56.0
0.003,0.6,0.023,0.03,23.0,14.0,18.0,0.0,1.4,49,11,7,18,64.0
0.003,0.7,0.01,0.044,28.0,17.0,17.0,0.0,0.5,52,11,7,19,71.0
0.003,0.5,0.023,0.027,26.0,18.0,16.6,0.0,2.1,54,11,7,20,68.0
0.003,0.4,0.031,0.018,19.0,10.0,16.7,0.0,2.9,52,11,7,21,66.0
0.003,0.3,0.034,0.015,16.0,5.0,16.1,0.0,2.6,50,11,7,22,66.0
0.003,0.3,0.036,0.013,11.0,4.0,15.7,0.0,2.5,50,11,7,23,61.0
0.003,0.3,0.035,0.013,11.0,5.0,15.5,0.0,3.1,56,11,8,0,64.0
0.003,0.3,0.034,0.013,9.0,3.0,15.4,0.0,2.4,60,11,8,1,57.0
0.003,0.3,0.032,0.015,12.0,3.0,15.1,0.0,2.5,61,11,8,2,52.0
0.003,0.3,0.033,0.013,10.0,4.0,15.0,0.0,2.3,62,11,8,3,47.0
0.004,0.3,0.03,0.015,10.0,6.0,14.9,0.0,1.8,66,11,8,4,46.0
0.003,0.3,0.029,0.017,12.0,4.0,15.1,0.0,2.9,68,11,8,5,40.0
0.004,0.3,0.027,0.018,18.0,7.0,15.2,0.2,2.3,74,11,8,6,39.0
0.003,0.3,0.022,0.021,14.0,5.0,14.0,0.0,1.5,87,11,8,7,43.0
0.003,0.4,0.021,0.017,10.0,5.0,13.6,0.0,3.8,92,11,8,8,42.0
0.002,0.4,0.022,0.012,6.0,2.0,10.5,13.8,5.8,91,11,8,9,40.0
0.003,0.4,0.023,0.012,8.0,5.0,8.3,0.0,6.8,92,11,8,10,37.0
0.002,0.4,0.021,0.015,6.0,3.0,6.6,0.0,3.2,93,11,8,11,30.0
0.003,0.4,0.023,0.013,9.0,6.0,6.5,9.4,4.2,92,11,8,12,27.0
0.003,0.4,0.025,0.011,12.0,5.0,6.7,0.0,2.4,86,11,8,13,18.0
0.003,0.4,0.025,0.011,12.0,5.0,6.8,0.0,3.3,82,11,8,14,20.0
0.003,0.4,0.025,0.011,12.0,5.0,6.7,0.2,4.3,87,11,8,15,20.0
0.003,0.4,0.015,0.014,7.0,3.0,6.5,0.0,1.9,87,11,8,16,19.0
0.003,0.4,0.018,0.013,8.0,6.0,5.7,0.0,4.0,91,11,8,17,20.0
0.002,0.4,0.019,0.013,7.0,5.0,5.4,1.8,3.2,90,11,8,18,23.0
0.003,0.4,0.02,0.014,8.0,5.0,5.0,0.0,2.6,85,11,8,19,28.0
0.002,0.4,0.022,0.014,12.0,5.0,5.0,0.0,3.5,83,11,8,20,26.0
0.002,0.3,0.024,0.011,7.0,3.0,4.7,0.1,3.5,78,11,8,21,19.0
0.002,0.3,0.024,0.011,7.0,3.0,4.8,0.0,3.5,76,11,8,22,16.0
0.003,0.3,0.025,0.01,8.0,5.0,4.7,0.0,2.5,77,11,8,23,11.0
0.003,0.3,0.027,0.008,9.0,6.0,4.5,0.2,2.7,83,11,9,0,11.0
0.003,0.3,0.031,0.006,6.0,3.0,4.5,0.0,4.1,78,11,9,1,9.0
0.003,0.3,0.03,0.007,5.0,4.0,3.9,0.0,3.6,77,11,9,2,12.0
0.003,0.3,0.027,0.01,4.0,3.0,3.5,0.1,2.2,76,11,9,3,10.0
0.003,0.3,0.028,0.008,8.0,4.0,3.1,0.0,1.7,81,11,9,4,10.0
0.003,0.3,0.027,0.009,7.0,3.0,3.4,0.0,1.4,78,11,9,5,12.0
0.002,0.3,0.022,0.016,8.0,6.0,3.8,0.0,1.2,77,11,9,6,18.0
0.003,0.4,0.013,0.026,9.0,5.0,3.9,0.0,1.2,83,11,9,7,14.0
0.002,0.4,0.012,0.026,9.0,7.0,3.7,0.0,1.6,89,11,9,8,10.0
0.003,0.4,0.014,0.026,8.0,5.0,4.1,0.6,2.1,90,11,9,9,6.0
0.003,0.5,0.014,0.026,7.0,5.0,4.8,0.0,1.1,89,11,9,10,8.0
0.003,0.4,0.016,0.026,10.0,5.0,5.6,0.0,0.7,86,11,9,11,6.0
0.003,0.4,0.016,0.025,15.0,8.0,6.0,0.0,2.4,85,11,9,12,9.0
0.002,0.4,0.017,0.024,9.0,7.0,5.8,0.0,3.1,88,11,9,13,12.0
