SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),습도(%),month,day,hour,PM10_lag1
0.004,0.9,0.002,0.052,44.0,28.0,1.2,0.0,0.9,42,2,25,6,54.0
0.004,0.9,0.003,0.053,50.0,32.0,0.9,0.0,1.0,44,2,25,7,54.0
0.004,0.9,0.004,0.05,64.0,39.0,1.1,0.0,1.2,44,2,25,8,54.0
0.005,1.0,0.005,0.052,65.0,38.0,2.0,0.0,1.8,40,2,25,9,51.0
0.005,1.0,0.005,0.056,75.0,40.0,3.3,0.0,1.5,39,2,25,10,51.0
0.004,1.0,0.006,0.054,69.0,38.0,4.6,0.0,1.3,33,2,25,11,51.0
0.003,0.8,0.01,0.05,69.0,34.0,6.0,0.0,1.0,32,2,25,12,51.0
0.004,0.8,0.012,0.048,55.0,30.0,6.7,0.0,1.4,29,2,25,13,49.0
0.004,0.8,0.008,0.055,63.0,33.0,7.9,0.0,1.7,28,2,25,14,49.0
0.005,0.8,0.008,0.055,61.0,34.0,8.0,0.0,1.0,28,2,25,15,54.0
0.003,0.7,0.01,0.052,63.0,34.0,8.0,0.0,1.6,27,2,25,16,60.0
0.004,0.8,0.008,0.052,51.0,31.0,7.9,0.0,1.9,26,2,25,17,51.0
0.003,0.7,0.006,0.055,53.0,33.0,7.4,0.0,1.1,28,2,25,18,57.0
0.004,1.0,0.003,0.062,53.0,32.0,6.6,0.0,1.8,33,2,25,19,47.0
0.005,0.8,0.002,0.06,53.0,31.0,5.6,0.0,0.5,36,2,25,20,42.0
0.005,0.8,0.003,0.056,58.0,31.0,4.5,0.0,1.2,30,2,25,21,37.0
0.005,0.9,0.002,0.056,60.0,38.0,4.0,0.0,1.6,34,2,25,22,44.0
0.004,0.9,0.002,0.056,61.0,34.0,3.5,0.0,1.9,38,2,25,23,45.0
0.005,0.9,0.002,0.053,60.0,39.0,3.1,0.0,1.6,37,2,26,0,43.0
0.005,0.9,0.002,0.05,55.0,36.0,2.9,0.0,0.4,39,2,26,1,43.0
0.003,0.8,0.002,0.049,56.0,34.0,2.4,0.0,1.2,40,2,26,2,41.0
0.005,0.8,0.002,0.047,49.0,33.0,2.0,0.0,1.7,40,2,26,3,43.0
0.002,0.7,0.002,0.046,54.0,35.0,1.8,0.0,1.1,41,2,26,4,46.0
0.004,0.8,0.002,0.046,48.0,33.0,1.1,0.0,1.8,45,2,26,5,41.0
0.004,0.8,0.002,0.047,48.0,34.0,0.9,0.0,1.5,44,2,26,6,44.0
0.004,0.8,0.003,0.05,46.0,32.0,0.7,0.0,1.7,47,2,26,7,50.0
0.002,0.9,0.004,0.052,46.0,30.0,0.8,0.0,2.6,47,2,26,8,64.0
0.004,1.0,0.007,0.053,51.0,31.0,3.9,0.0,0.9,39,2,26,9,65.0
0.005,0.7,0.014,0.04,46.0,29.0,8.1,0.0,2.6,29,2,26,10,75.0
0.003,0.5,0.026,0.026,36.0,17.0,10.6,0.0,3.3,24,2,26,11,69.0
0.004,0.4,0.038,0.015,27.0,12.0,12.9,0.0,2.7,24,2,26,12,69.0
0.003,0.4,0.042,0.013,21.0,9.0,14.2,0.0,2.6,21,2,26,13,55.0
0.004,0.4,0.043,0.012,21.0,12.0,14.9,0.0,2.3,20,2,26,14,63.0
0.003,0.4,0.044,0.012,21.0,9.0,15.5,0.0,3.0,20,2,26,15,61.0
0.004,0.4,0.043,0.012,20.0,8.0,15.5,0.0,3.0,20,2,26,16,63.0
0.003,0.6,0.036,0.021,22.0,13.0,14.9,0.0,1.6,21,2,26,17,51.0
0.003,0.6,0.026,0.028,28.0,16.0,13.5,0.0,2.3,24,2,26,18,53.0
0.004,0.6,0.022,0.032,27.0,14.0,12.0,0.0,2.2,28,2,26,19,53.0
0.003,0.6,0.025,0.026,32.0,17.0,10.7,0.0,3.2,33,2,26,20,53.0
0.004,0.6,0.019,0.031,31.0,17.0,9.7,0.0,3.3,39,2,26,21,58.0
0.003,0.6,0.017,0.033,28.0,19.0,8.8,0.0,4.3,42,2,26,22,60.0
0.004,0.6,0.014,0.035,28.0,18.0,8.1,0.0,3.9,45,2,26,23,61.0
0.004,0.4,0.029,0.019,22.0,15.0,7.2,0.0,3.5,50,2,27,0,60.0
0.002,0.4,0.033,0.016,19.0,11.0,6.2,0.0,3.8,52,2,27,1,55.0
0.002,0.4,0.037,0.012,17.0,13.0,5.8,0.0,4.3,55,2,27,2,56.0
0.003,0.4,0.034,0.015,17.0,10.0,5.5,0.0,3.1,57,2,27,3,49.0
0.004,0.4,0.034,0.015,19.0,10.0,4.8,0.0,4.1,60,2,27,4,54.0
0.003,0.5,0.031,0.018,16.0,10.0,4.5,0.0,3.9,62,2,27,5,48.0
0.003,0.4,0.027,0.021,19.0,12.0,4.4,0.0,3.3,64,2,27,6,48.0
0.003,0.4,0.029,0.021,18.0,11.0,4.3,0.0,2.9,66,2,27,7,46.0
0.003,0.4,0.031,0.02,15.0,10.0,4.6,0.0,3.5,67,2,27,8,46.0
0.003,0.4,0.036,0.016,18.0,9.0,6.6,0.0,4.0,61,2,27,9,51.0
0.003,0.4,0.04,0.011,19.0,8.0,8.9,0.0,4.7,54,2,27,10,46.0
0.004,0.4,0.041,0.012,12.0,7.0,10.9,0.0,4.0,48,2,27,11,36.0
0.003,0.4,0.043,0.011,15.0,9.0,12.4,0.0,3.4,45,2,27,12,27.0
0.004,0.4,0.045,0.011,12.0,7.0,13.5,0.0,3.9,41,2,27,13,21.0
0.002,0.4,0.044,0.012,16.0,9.0,14.5,0.0,3.1,38,2,27,14,21.0
0.003,0.4,0.045,0.011,14.0,7.0,15.3,0.0,3.3,34,2,27,15,21.0
0.003,0.4,0.044,0.012,19.0,12.0,16.1,0.0,3.1,33,2,27,16,20.0
0.004,0.4,0.04,0.016,18.0,11.0,15.3,0.0,2.9,34,2,27,17,22.0
0.003,0.4,0.033,0.022,24.0,16.0,13.9,0.0,3.7,37,2,27,18,28.0
0.003,0.4,0.031,0.024,26.0,15.0,12.4,0.0,2.2,41,2,27,19,27.0
0.004,0.4,0.028,0.025,26.0,13.0,11.3,0.0,2.6,44,2,27,20,32.0
0.003,0.4,0.03,0.02,21.0,12.0,10.3,0.0,2.5,43,2,27,21,31.0
0.003,0.4,0.029,0.021,21.0,12.0,9.4,0.0,2.3,44,2,27,22,28.0
0.003,0.4,0.033,0.016,19.0,12.0,8.6,0.0,2.8,46,2,27,23,28.0
0.004,0.4,0.033,0.015,19.0,11.0,7.6,0.0,2.8,48,2,28,0,22.0
0.003,0.4,0.035,0.013,16.0,10.0,6.8,0.0,3.5,51,2,28,1,19.0
0.003,0.4,0.031,0.015,19.0,13.0,6.1,0.0,2.9,53,2,28,2,17.0
0.003,0.4,0.031,0.015,17.0,12.0,5.7,0.0,3.9,56,2,28,3,17.0
0.003,0.4,0.029,0.016,18.0,12.0,4.8,0.0,2.8,58,2,28,4,19.0
0.003,0.4,0.028,0.016,17.0,11.0,4.1,0.0,3.9,61,2,28,5,16.0
0.004,0.4,0.026,0.019,20.0,15.0,3.7,0.0,4.2,63,2,28,6,19.0
0.003,0.4,0.02,0.024,20.0,13.0,3.3,0.0,3.3,66,2,28,7,18.0
0.004,0.4,0.024,0.02,16.0,11.0,3.5,0.0,3.4,67,2,28,8,15.0
0.004,0.4,0.028,0.018,17.0,10.0,5.9,0.0,2.6,58,2,28,9,18.0
0.004,0.4,0.03,0.019,22.0,15.0,8.1,0.0,1.3,47,2,28,10,19.0
0.003,0.4,0.028,0.022,23.0,14.0,8.4,0.0,2.7,45,2,28,11,12.0
0.003,0.4,0.029,0.021,22.0,13.0,9.0,0.0,1.7,44,2,28,12,15.0
0.003,0.4,0.027,0.024,23.0,13.0,9.5,0.0,1.1,43,2,28,13,12.0
0.003,0.4,0.026,0.026,25.0,15.0,9.5,0.0,1.0,42,2,28,14,16.0
0.003,0.5,0.024,0.029,25.0,14.0,9.8,0.0,0.9,41,2,28,15,14.0
0.003,0.5,0.022,0.031,27.0,15.0,10.7,0.0,2.2,40,2,28,16,19.0
0.004,0.5,0.016,0.037,27.0,15.0,10.5,0.0,0.9,39,2,28,17,18.0
0.003,0.6,0.01,0.043,33.0,20.0,10.2,0.0,1.3,41,2,28,18,24.0
0.004,0.6,0.01,0.042,30.0,17.0,9.8,0.0,1.2,41,2,28,19,26.0
0.002,0.7,0.003,0.053,34.0,20.0,9.3,0.0,1.4,43,2,28,20,26.0
0.002,0.7,0.002,0.054,33.0,18.0,9.1,0.0,1.1,43,2,28,21,21.0
0.004,0.8,0.002,0.057,33.0,20.0,9.1,0.0,1.5,44,2,28,22,21.0
0.003,0.8,0.002,0.056,33.0,18.0,9.0,0.0,2.0,46,2,28,23,19.0
0.003,0.8,0.002,0.052,32.0,22.0,9.0,0.0,2.7,46,3,1,0,19.0
0.004,0.6,0.007,0.041,32.0,19.0,8.7,0.0,1.4,45,3,1,1,16.0
0.003,0.5,0.016,0.029,35.0,25.0,8.7,0.0,1.4,47,3,1,2,19.0
0.002,0.4,0.023,0.019,38.0,26.0,8.6,0.0,1.9,51,3,1,3,17.0
0.003,0.4,0.024,0.017,32.0,25.0,7.2,0.0,2.2,75,3,1,4,18.0
0.003,0.4,0.025,0.016,25.0,17.0,5.8,0.0,4.3,85,3,1,5,17.0
0.002,0.4,0.025,0.017,24.0,17.0,5.6,4.0,2.7,90,3,1,6,20.0
0.003,0.4,0.023,0.02,19.0,13.0,5.2,0.0,5.2,95,3,1,7,20.0
0.003,0.4,0.024,0.019,14.0,11.0,5.4,0.0,2.6,96,3,1,8,16.0
0.003,0.4,0.024,0.018,11.0,8.0,5.7,12.3,0.5,98,3,1,9,17.0
0.005,0.4,0.025,0.018,9.0,5.0,6.0,0.0,3.4,99,3,1,10,22.0
0.003,0.4,0.021,0.023,7.0,5.0,6.4,0.0,3.7,99,3,1,11,23.0
0.003,0.5,0.019,0.024,9.0,5.0,6.4,18.7,3.7,100,3,1,12,22.0
0.002,0.5,0.015,0.024,5.0,4.0,6.7,0.0,4.7,100,3,1,13,23.0
0.003,0.4,0.025,0.022,8.0,5.0,6.8,0.0,5.5,100,3,1,14,25.0
0.004,0.4,0.028,0.017,7.0,5.0,6.8,15.8,3.4,99,3,1,15,25.0
0.004,0.4,0.03,0.015,4.0,6.0,5.7,0.0,5.6,95,3,1,16,27.0
0.003,0.4,0.03,0.014,5.0,3.0,4.5,0.0,5.3,95,3,1,17,27.0
0.002,0.4,0.026,0.017,7.0,6.0,3.1,10.1,6.0,94,3,1,18,33.0
0.002,0.4,0.03,0.018,3.0,3.0,1.5,0.0,4.1,96,3,1,19,30.0
0.002,0.4,0.027,0.019,6.0,6.0,1.2,0.0,4.1,98,3,1,20,34.0
0.003,0.4,0.027,0.02,3.0,3.0,1.0,4.3,3.6,98,3,1,21,33.0
0.003,0.6,0.028,0.022,3.0,5.0,0.8,0.0,2.8,99,3,1,22,33.0
0.003,0.5,0.031,0.017,4.0,3.0,0.6,0.0,2.5,99,3,1,23,33.0
0.003,0.4,0.034,0.013,4.0,4.0,0.5,2.3,1.8,98,3,2,0,32.0
0.002,0.4,0.034,0.011,3.0,3.0,0.6,0.0,1.6,95,3,2,1,32.0
0.002,0.4,0.037,0.012,3.0,2.0,0.5,0.0,1.6,94,3,2,2,35.0
0.003,0.4,0.037,0.011,3.0,3.0,0.3,0.1,0.5,92,3,2,3,38.0
0.003,0.4,0.037,0.01,5.0,4.0,0.2,0.0,1.8,91,3,2,4,32.0
0.003,0.4,0.034,0.012,3.0,1.0,0.2,0.0,0.1,90,3,2,5,25.0
0.002,0.4,0.03,0.017,5.0,5.0,0.3,0.0,1.6,89,3,2,6,24.0
0.003,0.5,0.024,0.023,3.0,3.0,0.2,0.0,1.9,87,3,2,7,19.0
0.003,0.7,0.017,0.034,5.0,4.0,0.3,0.0,1.1,87,3,2,8,14.0
0.002,0.6,0.02,0.03,10.0,4.0,0.7,0.0,2.2,84,3,2,9,11.0
0.002,0.5,0.03,0.021,8.0,5.0,1.5,0.0,2.0,80,3,2,10,9.0
0.003,0.4,0.032,0.017,7.0,1.0,2.4,0.0,3.0,73,3,2,11,7.0
0.003,0.4,0.034,0.017,10.0,7.0,3.5,0.0,1.3,73,3,2,12,9.0
0.002,0.5,0.037,0.013,9.0,6.0,4.0,0.0,1.5,66,3,2,13,5.0
0.003,0.5,0.042,0.011,11.0,7.0,4.8,0.0,2.8,62,3,2,14,8.0
0.003,0.4,0.042,0.012,17.0,7.0,6.1,0.0,2.8,53,3,2,15,7.0
0.003,0.5,0.043,0.01,23.0,10.0,6.2,0.0,3.8,51,3,2,16,4.0
0.003,0.4,0.04,0.011,13.0,8.0,6.4,0.0,2.6,48,3,2,17,5.0
0.002,0.5,0.033,0.016,18.0,10.0,4.9,0.0,2.4,53,3,2,18,7.0
0.003,0.4,0.024,0.025,15.0,10.0,3.8,0.0,2.1,60,3,2,19,3.0
0.003,0.5,0.016,0.032,16.0,12.0,2.9,0.0,2.1,67,3,2,20,6.0
0.003,0.6,0.012,0.037,22.0,14.0,2.1,0.0,0.8,77,3,2,21,3.0
0.003,0.6,0.006,0.041,27.0,18.0,1.5,0.0,0.9,81,3,2,22,3.0
0.002,0.6,0.01,0.039,25.0,17.0,1.2,0.0,0.5,85,3,2,23,4.0
0.003,0.7,0.005,0.042,30.0,21.0,0.8,0.0,1.1,86,3,3,0,4.0
0.003,0.7,0.003,0.042,31.0,22.0,0.8,0.0,1.1,89,3,3,1,3.0
0.004,0.7,0.002,0.046,31.0,21.0,0.5,0.0,1.2,90,3,3,2,3.0
0.003,0.7,0.002,0.044,21.0,14.0,0.3,0.0,1.4,92,3,3,3,3.0
0.003,0.6,0.002,0.039,22.0,15.0,-0.4,0.0,2.5,91,3,3,4,5.0
0.003,0.6,0.001,0.039,20.0,13.0,-0.8,0.0,2.2,87,3,3,5,3.0
0.002,0.6,0.002,0.042,21.0,15.0,-1.0,0.0,1.7,89,3,3,6,5.0
0.004,0.7,0.003,0.043,22.0,15.0,-1.2,0.0,2.2,91,3,3,7,3.0
0.002,0.7,0.005,0.043,26.0,16.0,-0.6,0.0,2.6,93,3,3,8,5.0
0.003,0.7,0.008,0.039,32.0,21.0,1.3,0.0,2.5,85,3,3,9,10.0
0.003,0.7,0.01,0.038,40.0,27.0,3.8,0.0,2.4,74,3,3,10,8.0
0.003,0.6,0.017,0.031,44.0,26.0,6.0,0.0,1.7,64,3,3,11,7.0
0.003,0.5,0.023,0.029,47.0,27.0,7.7,0.0,2.1,55,3,3,12,10.0
0.004,0.5,0.028,0.026,48.0,26.0,8.7,0.0,2.1,50,3,3,13,9.0
0.002,0.5,0.029,0.026,51.0,29.0,9.3,0.0,2.2,42,3,3,14,11.0
0.003,0.4,0.033,0.025,48.0,24.0,9.5,0.0,2.1,39,3,3,15,17.0
0.003,0.4,0.032,0.026,51.0,26.0,9.6,0.0,2.1,43,3,3,16,23.0
0.002,0.5,0.027,0.031,43.0,24.0,9.6,0.0,1.4,39,3,3,17,13.0
0.003,0.6,0.02,0.039,50.0,27.0,8.4,0.0,2.2,38,3,3,18,18.0
0.003,0.7,0.014,0.045,52.0,26.0,6.9,0.0,2.3,38,3,3,19,15.0
0.003,0.8,0.005,0.054,61.0,31.0,5.6,0.0,1.5,48,3,3,20,16.0
0.004,0.8,0.002,0.058,56.0,29.0,4.8,0.0,0.7,52,3,3,21,22.0
0.004,1.1,0.002,0.061,59.0,33.0,4.2,0.0,1.1,59,3,3,22,27.0
0.004,1.1,0.002,0.061,56.0,32.0,4.2,0.0,0.1,59,3,3,23,25.0
0.004,1.3,0.002,0.065,60.0,37.0,3.9,0.0,1.0,65,3,4,0,30.0
0.004,1.2,0.002,0.062,54.0,33.0,3.5,0.0,1.3,66,3,4,1,31.0
0.003,1.1,0.002,0.057,52.0,33.0,2.9,0.0,1.7,70,3,4,2,31.0
0.003,0.9,0.001,0.05,50.0,32.0,2.6,0.0,1.6,72,3,4,3,21.0
0.004,0.8,0.002,0.048,51.0,35.0,2.7,0.0,1.9,71,3,4,4,22.0
0.003,0.8,0.002,0.046,50.0,33.0,3.1,0.0,2.0,71,3,4,5,20.0
0.002,0.7,0.002,0.045,49.0,34.0,3.6,0.0,2.8,68,3,4,6,21.0
0.003,0.7,0.003,0.046,48.0,31.0,3.7,0.0,3.3,69,3,4,7,22.0
0.003,0.7,0.005,0.043,48.0,34.0,4.0,0.0,3.2,69,3,4,8,26.0
0.003,0.8,0.006,0.043,49.0,32.0,4.9,0.0,2.5,66,3,4,9,32.0
0.003,0.8,0.007,0.047,55.0,34.0,6.1,0.0,2.6,63,3,4,10,40.0
0.004,0.8,0.009,0.047,57.0,35.0,7.0,0.0,2.8,60,3,4,11,44.0
0.003,0.7,0.014,0.04,51.0,33.0,8.5,0.0,2.7,56,3,4,12,47.0
0.003,0.6,0.014,0.041,54.0,33.0,10.4,0.0,2.1,51,3,4,13,48.0
0.003,0.6,0.031,0.036,54.0,31.0,11.2,0.0,1.7,51,3,4,14,51.0
0.004,0.5,0.025,0.03,42.0,23.0,12.1,0.0,1.6,50,3,4,15,48.0
0.003,0.5,0.026,0.028,34.0,18.0,13.0,0.0,1.4,50,3,4,16,51.0
0.003,0.5,0.025,0.03,31.0,17.0,12.0,0.0,1.3,50,3,4,17,43.0
0.004,0.7,0.015,0.042,35.0,18.0,11.5,0.0,0.8,51,3,4,18,50.0
0.004,0.8,0.015,0.05,37.0,20.0,10.2,0.0,2.5,57,3,4,19,52.0
0.003,0.9,0.003,0.055,39.0,21.0,9.1,0.0,2.2,61,3,4,20,61.0
0.004,1.1,0.001,0.06,41.0,23.0,8.1,0.0,1.7,64,3,4,21,56.0
0.003,1.0,0.003,0.059,41.0,26.0,7.3,0.0,1.1,68,3,4,22,59.0
0.003,1.1,0.002,0.058,40.0,23.0,6.7,0.0,1.6,72,3,4,23,56.0
0.003,1.0,0.003,0.055,42.0,27.0,6.1,0.0,0.5,72,3,5,0,60.0
0.003,0.9,0.003,0.051,38.0,22.0,5.7,0.0,1.7,75,3,5,1,54.0
0.004,1.0,0.002,0.05,40.0,24.0,5.3,0.0,0.8,77,3,5,2,52.0
0.004,0.9,0.001,0.048,37.0,23.0,4.6,0.0,0.9,80,3,5,3,50.0
0.003,1.0,0.002,0.048,38.0,25.0,4.4,0.0,0.5,81,3,5,4,51.0
0.003,1.0,0.001,0.047,39.0,25.0,3.7,0.0,1.6,86,3,5,5,50.0
0.004,1.0,0.001,0.044,43.0,27.0,3.4,0.0,1.6,86,3,5,6,49.0
0.005,1.0,0.003,0.046,54.0,34.0,3.3,0.0,1.4,88,3,5,7,48.0
0.003,1.2,0.004,0.046,61.0,39.0,3.3,0.0,1.6,89,3,5,8,48.0
0.004,0.9,0.007,0.045,61.0,40.0,5.4,0.0,1.8,85,3,5,9,49.0
0.004,0.9,0.013,0.044,62.0,38.0,8.5,0.0,1.0,72,3,5,10,55.0
0.004,0.8,0.019,0.04,54.0,32.0,11.0,0.0,1.0,61,3,5,11,57.0
0.003,0.7,0.022,0.044,60.0,38.0,13.3,0.0,2.7,53,3,5,12,51.0
0.004,0.6,0.027,0.038,61.0,36.0,15.4,0.0,1.7,49,3,5,13,54.0
0.003,0.4,0.052,0.014,44.0,22.0,14.9,0.0,3.2,49,3,5,14,54.0
0.004,0.4,0.052,0.014,31.0,14.0,14.9,0.0,3.5,45,3,5,15,42.0
0.003,0.4,0.047,0.014,34.0,17.0,15.6,0.0,3.3,46,3,5,16,34.0
0.004,0.4,0.04,0.022,28.0,14.0,15.0,0.0,2.9,50,3,5,17,31.0
0.003,0.5,0.029,0.028,35.0,21.0,13.0,0.0,2.8,57,3,5,18,35.0
0.003,0.6,0.026,0.029,35.0,21.0,11.3,0.0,2.9,63,3,5,19,37.0
0.003,0.5,0.024,0.031,36.0,22.0,10.2,0.0,3.6,69,3,5,20,39.0
0.002,0.5,0.02,0.034,33.0,19.0,9.4,0.0,1.2,73,3,5,21,41.0
0.003,0.5,0.021,0.03,33.0,19.0,8.7,0.0,2.5,76,3,5,22,41.0
0.003,0.5,0.017,0.032,29.0,17.0,8.1,0.0,1.9,80,3,5,23,40.0
0.003,0.5,0.013,0.036,33.0,22.0,7.6,0.0,2.0,83,3,6,0,42.0
0.004,0.6,0.006,0.039,33.0,20.0,7.0,0.0,2.0,86,3,6,1,38.0
0.003,0.6,0.005,0.039,36.0,24.0,6.4,0.0,1.0,87,3,6,2,40.0
0.003,0.6,0.003,0.038,36.0,23.0,6.0,0.0,1.3,89,3,6,3,37.0
0.003,0.6,0.009,0.029,36.0,24.0,5.9,0.0,2.2,92,3,6,4,38.0
0.002,0.6,0.008,0.029,39.0,26.0,5.8,0.0,1.2,91,3,6,5,39.0
0.003,0.6,0.008,0.031,41.0,32.0,5.4,0.0,1.1,92,3,6,6,43.0
0.003,0.6,0.016,0.028,46.0,29.0,5.1,0.0,0.1,92,3,6,7,54.0
0.003,0.6,0.021,0.024,51.0,33.0,5.2,0.0,1.5,91,3,6,8,61.0
0.003,0.6,0.023,0.023,49.0,29.0,6.7,0.0,2.5,86,3,6,9,61.0
0.002,0.5,0.031,0.016,41.0,23.0,8.6,0.0,3.1,72,3,6,10,62.0
0.003,0.4,0.044,0.009,26.0,11.0,10.3,0.0,3.0,63,3,6,11,54.0
0.003,0.4,0.043,0.01,27.0,15.0,11.4,0.0,3.9,52,3,6,12,60.0
0.003,0.4,0.043,0.011,31.0,15.0,11.0,0.0,4.6,51,3,6,13,61.0
0.003,0.4,0.044,0.009,33.0,14.0,10.0,0.0,4.2,51,3,6,14,44.0
0.002,0.4,0.043,0.009,27.0,12.0,9.2,0.0,5.3,53,3,6,15,31.0
0.003,0.4,0.041,0.01,24.0,13.0,8.5,0.0,4.2,54,3,6,16,34.0
0.003,0.4,0.038,0.011,22.0,11.0,7.5,0.0,5.1,56,3,6,17,28.0
0.002,0.4,0.035,0.014,20.0,12.0,6.5,0.0,3.9,57,3,6,18,35.0
0.002,0.4,0.035,0.013,19.0,11.0,5.4,0.0,5.1,59,3,6,19,35.0
0.004,0.3,0.037,0.011,14.0,10.0,4.5,0.0,4.8,61,3,6,20,36.0
0.002,0.3,0.039,0.011,12.0,7.0,4.0,0.0,4.3,62,3,6,21,33.0
0.003,0.3,0.039,0.01,13.0,6.0,3.9,0.0,4.1,63,3,6,22,33.0
0.003,0.3,0.037,0.01,11.0,7.0,3.6,0.0,3.7,64,3,6,23,29.0
0.002,0.3,0.036,0.01,14.0,8.0,3.2,0.0,3.8,65,3,7,0,33.0
0.002,0.3,0.039,0.008,11.0,7.0,2.7,0.0,4.0,68,3,7,1,33.0
0.002,0.3,0.038,0.008,12.0,8.0,2.4,0.0,4.0,68,3,7,2,36.0
0.003,0.3,0.037,0.008,12.0,9.0,2.4,0.0,5.0,70,3,7,3,36.0
0.002,0.3,0.038,0.009,9.0,7.0,2.4,0.0,3.9,70,3,7,4,36.0
0.003,0.3,0.037,0.01,10.0,6.0,2.3,0.0,4.0,70,3,7,5,39.0
0.002,0.3,0.031,0.012,9.0,5.0,2.2,0.0,3.2,71,3,7,6,41.0
0.003,0.3,0.033,0.013,10.0,8.0,2.1,0.0,3.0,71,3,7,7,46.0
0.003,0.3,0.033,0.014,9.0,5.0,2.5,0.0,2.8,70,3,7,8,51.0
0.003,0.4,0.033,0.014,10.0,5.0,4.3,0.0,3.0,65,3,7,9,49.0
0.004,0.4,0.036,0.012,12.0,7.0,5.9,0.0,2.7,59,3,7,10,41.0
0.003,0.4,0.038,0.012,19.0,10.0,7.9,0.0,2.3,56,3,7,11,26.0
0.003,0.4,0.04,0.012,27.0,12.0,9.1,0.0,1.4,53,3,7,12,27.0
0.003,0.4,0.044,0.011,31.0,17.0,10.6,0.0,2.3,49,3,7,13,31.0
0.002,0.4,0.044,0.014,34.0,21.0,11.5,0.0,1.7,49,3,7,14,33.0
0.002,0.4,0.043,0.016,31.0,17.0,12.1,0.0,2.5,45,3,7,15,27.0
0.003,0.4,0.039,0.017,37.0,20.0,11.5,0.0,3.0,44,3,7,16,24.0
0.003,0.4,0.045,0.017,38.0,22.0,11.0,0.0,3.4,48,3,7,17,22.0
0.003,0.4,0.036,0.02,41.0,25.0,9.3,0.0,3.3,57,3,7,18,20.0
0.002,0.4,0.035,0.021,37.0,23.0,7.9,0.0,2.9,62,3,7,19,19.0
0.003,0.4,0.03,0.021,36.0,24.0,7.0,0.0,1.5,64,3,7,20,14.0
0.003,0.5,0.029,0.024,35.0,22.0,6.0,0.0,2.1,68,3,7,21,12.0
0.003,0.5,0.033,0.02,38.0,25.0,5.5,0.0,1.2,72,3,7,22,13.0
0.003,0.4,0.04,0.014,31.0,20.0,4.9,0.0,0.5,70,3,7,23,11.0
0.003,0.5,0.029,0.023,30.0,20.0,4.5,0.0,1.4,74,3,8,0,14.0
0.003,0.5,0.019,0.03,33.0,21.0,4.2,0.0,2.2,76,3,8,1,11.0
0.002,0.6,0.015,0.034,35.0,23.0,3.4,0.0,0.5,78,3,8,2,12.0
0.003,0.6,0.008,0.038,34.0,23.0,3.0,0.0,1.3,81,3,8,3,12.0
0.003,0.6,0.01,0.035,37.0,23.0,2.6,0.0,0.7,85,3,8,4,9.0
0.003,0.6,0.008,0.036,37.0,23.0,2.3,0.0,0.8,85,3,8,5,10.0
0.002,0.6,0.007,0.041,42.0,29.0,1.9,0.0,1.6,85,3,8,6,9.0
0.003,0.7,0.004,0.045,44.0,28.0,1.6,0.0,1.8,82,3,8,7,10.0
0.003,0.8,0.008,0.044,49.0,30.0,2.0,0.0,1.3,82,3,8,8,9.0
0.004,0.7,0.02,0.032,46.0,27.0,4.1,0.0,1.5,77,3,8,9,10.0
0.003,0.6,0.023,0.032,44.0,27.0,7.0,0.0,1.0,62,3,8,10,12.0
0.003,0.7,0.028,0.031,49.0,28.0,8.8,0.0,1.5,53,3,8,11,19.0
0.003,0.6,0.035,0.026,49.0,30.0,11.0,0.0,2.7,48,3,8,12,27.0
0.004,0.6,0.035,0.026,43.0,25.0,11.8,0.0,2.3,42,3,8,13,31.0
0.003,0.6,0.032,0.031,44.0,28.0,12.9,0.0,2.1,34,3,8,14,34.0
0.003,0.6,0.033,0.033,44.0,26.0,13.3,0.0,1.8,33,3,8,15,31.0
0.005,0.5,0.044,0.027,56.0,31.0,13.5,0.0,2.7,34,3,8,16,37.0
0.003,0.5,0.049,0.019,53.0,31.0,11.8,0.0,4.0,46,3,8,17,38.0
0.003,0.5,0.04,0.02,45.0,28.0,10.5,0.0,3.3,47,3,8,18,41.0
0.003,0.5,0.035,0.023,36.0,22.0,9.3,0.0,2.7,40,3,8,19,37.0
0.002,0.5,0.032,0.024,31.0,19.0,8.3,0.0,1.2,35,3,8,20,36.0
0.003,0.5,0.037,0.019,34.0,21.0,7.4,0.0,2.0,50,3,8,21,35.0
0.002,0.5,0.024,0.033,36.0,22.0,6.5,0.0,1.5,55,3,8,22,38.0
0.003,0.6,0.015,0.039,34.0,22.0,5.5,0.0,0.7,58,3,8,23,31.0
0.003,0.6,0.014,0.035,36.0,25.0,4.8,0.0,1.8,61,3,9,0,30.0
0.002,0.6,0.016,0.034,35.0,23.0,4.7,0.0,2.8,61,3,9,1,33.0
0.003,0.7,0.008,0.043,36.0,23.0,4.1,0.0,0.7,63,3,9,2,35.0
0.003,0.7,0.003,0.046,33.0,21.0,3.7,0.0,0.9,67,3,9,3,34.0
0.003,0.7,0.004,0.045,35.0,24.0,2.8,0.0,1.9,69,3,9,4,37.0
0.003,0.6,0.015,0.034,35.0,23.0,2.4,0.0,1.9,69,3,9,5,37.0
0.003,0.8,0.002,0.048,37.0,26.0,2.5,0.0,2.5,72,3,9,6,42.0
0.003,0.8,0.001,0.051,37.0,23.0,2.4,0.0,1.0,73,3,9,7,44.0
